Customer_ID,Age,Income,Expenses,Credit_Score,Loan_Amount,Loan_Type,Savings,EMI,EMI_Ratio,Salary_Delay_Days,Late_Payments,Credit_Utilization,Employment_Type,Transaction_Frequency,Existing_Loans,Account_Balance,Risk
CUST101174,21,113350,58488,775,210434,Personal Loan,112882,5185,0.046,0,0,0.382,Business Owner,49,1,50371,Low
CUST101175,35,85726,34699,610,3299149,Home Loan,278507,72972,0.851,0,1,0.42,Salaried,19,1,95697,Medium
CUST101176,34,23906,9681,731,488191,Personal Loan,34854,15172,0.635,0,0,0.628,Self-Employed,31,2,8402,Medium
CUST101177,29,34290,16689,688,279606,Personal Loan,45765,5246,0.153,2,1,0.3,Salaried,5,3,17150,Low
CUST101178,32,26778,17113,849,3800568,Home Loan,93670,115284,1.4,0,0,0.188,Business Owner,10,1,28897,Medium
CUST101179,22,67604,49397,713,1013481,Education Loan,121053,28194,0.417,0,1,0.197,Contract/Freelance,52,2,65592,Low
CUST101180,47,63309,31397,621,121854,Personal Loan,48952,2812,0.044,0,0,0.526,Salaried,49,1,9712,Low
CUST101181,61,63441,25921,743,383400,Personal Loan,139528,11623,0.183,1,0,0.278,Business Owner,28,0,21521,Low
CUST101182,51,36762,22683,745,211052,Credit Card,102078,4999,0.136,0,1,0.603,Contract/Freelance,27,2,20568,Low
CUST101183,40,74704,46400,646,2807202,Home Loan,217087,77976,1.044,0,0,0.486,Salaried,35,0,100224,Medium
CUST101184,39,69224,40403,581,222805,Credit Card,50812,6468,0.093,0,4,0.279,Salaried,32,2,18042,Low
CUST101185,34,57446,33813,726,1038681,Auto Loan,132944,22861,0.398,0,0,0.39,Contract/Freelance,11,0,59509,Low
CUST101186,27,41898,22384,685,1376384,Auto Loan,81209,26167,0.625,2,1,0.284,Contract/Freelance,13,2,26043,Low
CUST101187,47,34298,19335,551,421352,Personal Loan,78739,12705,0.37,4,3,0.525,Salaried,8,2,21549,Medium
CUST101188,45,56682,29734,702,5274843,Home Loan,37795,112027,1.4,1,0,0.643,Salaried,37,4,7179,High
CUST101189,21,63738,44606,626,939250,Auto Loan,107235,29159,0.457,1,0,0.469,Self-Employed,23,2,52908,Medium
CUST101190,39,36835,31751,551,182445,Personal Loan,113225,4089,0.111,5,1,0.426,Salaried,37,3,27712,Low
CUST101191,33,34267,19709,650,272702,Personal Loan,34393,6493,0.189,2,0,0.56,Salaried,16,4,2499,Low
CUST101192,28,66836,36698,789,4340567,Home Loan,289860,104279,1.4,0,0,0.336,Salaried,24,1,62057,Medium
CUST101193,51,84868,49717,783,1147110,Auto Loan,379839,28162,0.332,1,1,0.509,Salaried,5,3,51700,Low
CUST101194,44,31511,14429,760,757596,Auto Loan,61187,23848,0.757,1,0,0.471,Self-Employed,26,1,21854,Medium
CUST101195,48,39214,25767,703,244726,Credit Card,126419,5245,0.134,1,0,0.254,Self-Employed,13,1,41066,Low
CUST101196,52,51701,31629,731,131417,Credit Card,157242,3485,0.067,0,0,0.188,Self-Employed,57,0,49331,Low
CUST101197,64,67445,33125,688,406592,Personal Loan,78820,8993,0.133,0,0,0.386,Business Owner,40,4,14835,Low
CUST101198,56,31727,21457,586,748799,Education Loan,65128,14851,0.468,4,0,0.595,Salaried,34,2,6912,Medium
CUST101199,48,93675,51770,603,80150,Credit Card,414286,1767,0.02,3,3,0.821,Salaried,18,4,48166,Low
CUST101200,59,48530,20101,628,336465,Personal Loan,49049,8658,0.178,3,1,0.289,Salaried,20,0,12040,Low
CUST101201,42,50977,30547,799,5865969,Home Loan,142772,155436,1.4,0,0,0.229,Salaried,58,2,56410,Medium
CUST101202,64,88566,51650,772,2167061,Home Loan,256551,47008,0.531,0,0,0.585,Salaried,15,4,15243,Low
CUST101203,54,32791,22444,588,792223,Education Loan,38369,25210,0.769,3,2,0.552,Salaried,54,4,2075,Medium
CUST101204,49,38569,25703,685,1907092,Home Loan,101860,44013,1.141,0,1,0.42,Salaried,53,3,12421,Medium
CUST101205,60,22834,12210,646,2155388,Home Loan,95214,63904,1.4,1,0,0.599,Salaried,23,3,31314,Medium
CUST101206,43,40854,19770,667,328250,Education Loan,39327,6069,0.149,1,0,0.687,Self-Employed,14,0,9168,Low
CUST101207,52,22591,12431,634,1129969,Auto Loan,28441,31337,1.387,5,2,0.672,Self-Employed,48,1,8357,High
CUST101208,33,47763,28699,799,243255,Personal Loan,72720,5412,0.113,1,0,0.282,Contract/Freelance,54,3,15887,Low
CUST101209,63,65454,40433,678,1227080,Auto Loan,229345,31311,0.478,1,2,0.535,Business Owner,14,0,98080,Low
CUST101210,48,38973,23080,698,122106,Credit Card,109475,3628,0.093,0,0,0.646,Self-Employed,55,4,23742,Low
CUST101211,55,38361,20611,699,3343359,Home Loan,96447,94108,1.4,2,0,0.39,Salaried,30,3,15735,High
CUST101212,41,62191,42884,593,972386,Auto Loan,228133,22399,0.36,0,1,0.58,Self-Employed,46,4,107203,Low
CUST101213,59,24074,10968,689,368979,Auto Loan,106240,10425,0.433,1,1,0.343,Salaried,28,4,61705,Low
CUST101214,24,43997,39470,770,910586,Auto Loan,56485,21668,0.492,1,0,0.237,Salaried,43,3,20271,Low
CUST101215,26,54983,36114,805,729602,Education Loan,206087,13781,0.251,0,0,0.483,Salaried,52,0,16823,Low
CUST101216,43,18000,7059,582,1189155,Auto Loan,35646,32486,1.4,6,0,0.687,Salaried,15,0,17496,High
CUST101217,53,54624,31460,551,564548,Auto Loan,59210,17566,0.322,1,2,0.679,Salaried,26,4,16922,Medium
CUST101218,56,20785,13680,685,107106,Credit Card,31720,2053,0.099,1,0,0.212,Self-Employed,34,2,13671,Low
CUST101219,40,51389,25750,774,430795,Personal Loan,107772,11901,0.232,0,0,0.645,Business Owner,13,1,39960,Low
CUST101220,49,32099,10935,711,523018,Personal Loan,131498,15563,0.485,0,1,0.54,Business Owner,11,0,42784,Low
CUST101221,45,84067,34008,738,515206,Education Loan,202907,13577,0.162,0,0,0.621,Self-Employed,43,2,51213,Low
CUST101222,63,23844,14924,564,85152,Credit Card,70512,2111,0.089,5,1,0.367,Salaried,50,2,11575,Low
CUST101223,49,19099,5813,631,2845264,Home Loan,12088,60664,1.4,1,2,0.641,Salaried,39,2,3166,High
CUST101224,39,46879,16271,493,225868,Personal Loan,35442,4679,0.1,6,1,0.697,Self-Employed,36,1,4915,Medium
CUST101225,63,33317,20828,668,398728,Personal Loan,141708,9389,0.282,5,0,0.238,Salaried,22,1,59459,Low
CUST101226,25,20393,10581,496,217720,Personal Loan,78580,5874,0.288,4,4,0.66,Salaried,53,0,7737,Medium
CUST101227,64,50849,23014,793,4289653,Home Loan,125015,96111,1.4,0,0,0.226,Salaried,45,0,55443,Medium
CUST101228,27,18000,8653,812,913253,Auto Loan,23429,22683,1.26,0,0,0.414,Contract/Freelance,31,0,11459,Medium
CUST101229,33,27695,9529,692,473002,Personal Loan,18298,12487,0.451,1,0,0.867,Self-Employed,39,0,7099,Medium
CUST101230,57,30982,19141,551,129066,Auto Loan,136364,2703,0.087,4,3,0.596,Salaried,48,0,68610,Low
CUST101231,53,63342,27686,712,250021,Education Loan,33108,7095,0.112,0,0,0.417,Self-Employed,12,1,7920,Low
CUST101232,63,71895,34150,838,944083,Education Loan,104290,25302,0.352,0,0,0.145,Salaried,35,2,33883,Low
CUST101233,53,65924,39459,720,112225,Credit Card,213304,2950,0.045,3,1,0.484,Salaried,15,0,69641,Low
CUST101234,49,37460,19257,781,1557651,Home Loan,159265,38464,1.027,0,0,0.384,Salaried,24,2,63780,Low
CUST101235,36,18000,8124,639,789697,Auto Loan,17428,18248,1.014,2,1,0.124,Salaried,41,3,5378,Medium
CUST101236,21,52638,14290,606,922098,Auto Loan,189263,23683,0.45,2,2,0.311,Self-Employed,48,2,15669,Low
CUST101237,26,77789,46785,674,330643,Personal Loan,142126,9496,0.122,1,0,0.623,Salaried,37,2,47361,Low
CUST101238,34,94401,52965,516,174571,Credit Card,303865,4868,0.052,3,2,0.8,Business Owner,55,2,19783,Medium
CUST101239,22,49431,23607,872,948919,Auto Loan,43822,26881,0.544,0,0,0.425,Salaried,5,1,12710,Medium
CUST101240,43,25849,10463,692,933345,Auto Loan,102343,19537,0.756,2,0,0.633,Self-Employed,15,1,6937,Low
CUST101241,55,34854,19232,754,515175,Personal Loan,116025,14897,0.427,0,0,0.418,Self-Employed,18,1,36530,Low
CUST101242,63,105401,65060,641,348263,Personal Loan,455586,7904,0.075,1,2,0.349,Self-Employed,44,3,115874,Low
CUST101243,42,23337,13155,549,147712,Credit Card,58568,3141,0.135,2,0,0.942,Self-Employed,9,3,19341,Medium
CUST101244,59,20352,15861,801,448344,Personal Loan,82441,8833,0.434,0,0,0.158,Contract/Freelance,15,2,28171,Low
CUST101245,64,61338,39788,584,417701,Personal Loan,163257,12374,0.202,2,3,0.599,Salaried,58,4,79434,Medium
CUST101246,58,36362,19453,710,581400,Auto Loan,92765,15538,0.427,0,0,0.322,Self-Employed,26,1,52719,Low
CUST101247,41,25939,16947,718,145164,Credit Card,22786,4323,0.167,0,0,0.396,Self-Employed,31,3,4238,Low
CUST101248,35,79825,44448,686,403683,Personal Loan,299877,10439,0.131,1,0,0.741,Salaried,55,1,165457,Low
CUST101249,64,49389,27476,613,278114,Personal Loan,106128,8356,0.169,3,2,0.512,Salaried,32,2,27245,Low
CUST101250,31,33799,24724,667,121693,Credit Card,98020,3139,0.093,2,1,0.409,Salaried,16,1,13746,Low
CUST101251,39,23966,10168,599,333443,Education Loan,74361,9017,0.376,4,0,0.415,Salaried,12,0,28334,Low
CUST101252,24,100844,55793,749,20000,Home Loan,362962,376,0.02,0,0,0.514,Salaried,21,2,96373,Low
CUST101253,55,39696,28445,729,130361,Credit Card,111203,3569,0.09,1,0,0.256,Salaried,30,3,25161,Low
CUST101254,49,82794,49118,678,3342560,Home Loan,246696,88136,1.065,3,1,0.477,Self-Employed,38,4,96960,Medium
CUST101255,24,60002,29901,632,92491,Credit Card,154986,1978,0.033,2,3,0.467,Salaried,57,2,67052,Low
CUST101256,30,42860,13335,859,1259917,Auto Loan,126686,24667,0.576,0,0,0.271,Business Owner,28,3,37481,Low
CUST101257,45,31862,7966,569,95048,Credit Card,72547,2173,0.068,3,0,0.275,Salaried,52,0,14700,Low
CUST101258,44,84639,71153,549,197908,Credit Card,305178,3729,0.044,5,3,0.552,Self-Employed,4,0,147223,Low
CUST101259,56,77508,45977,673,401287,Personal Loan,290037,10599,0.137,1,0,0.396,Salaried,30,3,117733,Low
CUST101260,32,18000,8428,658,616601,Personal Loan,46232,15812,0.878,2,0,0.514,Salaried,25,2,18328,Medium
CUST101261,61,51400,30785,773,178342,Credit Card,55847,5502,0.107,0,0,0.022,Salaried,53,1,31024,Low
CUST101262,40,41805,17446,735,172831,Personal Loan,83359,4363,0.104,0,0,0.339,Self-Employed,56,2,49862,Low
CUST101263,57,25210,12697,683,1163674,Auto Loan,97304,32834,1.302,1,0,0.61,Salaried,27,1,7348,Medium
CUST101264,31,38379,16053,723,5101292,Home Loan,159925,139244,1.4,1,0,0.133,Contract/Freelance,57,1,30382,Medium
CUST101265,22,21866,7700,721,132904,Personal Loan,34291,3694,0.169,1,0,0.769,Salaried,38,3,17003,Low
CUST101266,23,35789,9137,859,1040141,Auto Loan,152619,23290,0.651,0,0,0.477,Self-Employed,28,3,16076,Low
CUST101267,37,28020,9144,702,4163553,Home Loan,45024,99155,1.4,0,0,0.418,Salaried,25,0,2950,High
CUST101268,62,35256,24432,622,138827,Credit Card,147212,2732,0.077,5,0,0.517,Self-Employed,4,4,34070,Low
CUST101269,23,38864,16006,697,53311,Personal Loan,164851,1445,0.037,1,2,0.294,Salaried,42,1,79660,Low
CUST101270,37,25412,15880,457,313745,Personal Loan,64021,6976,0.275,6,3,0.863,Salaried,24,3,17659,Medium
CUST101271,25,81465,55716,677,278819,Personal Loan,350479,7161,0.088,3,0,0.493,Salaried,43,3,58757,Low
CUST101272,61,50110,27677,773,537398,Personal Loan,135151,16606,0.331,0,0,0.424,Salaried,25,2,19415,Low
CUST101273,50,89999,45738,731,823644,Auto Loan,181398,22700,0.252,0,0,0.605,Salaried,9,1,64023,Low
CUST101274,54,31744,18050,705,2738211,Home Loan,118743,59549,1.4,0,0,0.511,Contract/Freelance,54,4,28901,High
CUST101275,52,31352,15415,735,278152,Personal Loan,29286,7011,0.224,1,0,0.299,Salaried,54,0,11602,Low
CUST101276,49,88547,63625,774,724108,Education Loan,121010,19139,0.216,0,0,0.406,Salaried,21,1,58813,Low
CUST101277,55,26301,21375,801,356966,Personal Loan,35585,10674,0.406,0,0,0.514,Contract/Freelance,18,0,1857,Low
CUST101278,21,37041,27891,718,2315262,Home Loan,110689,67403,1.4,2,0,0.444,Salaried,37,2,25285,High
CUST101279,59,55494,13874,653,163861,Credit Card,185100,3673,0.066,0,0,0.234,Salaried,46,2,64869,Low
CUST101280,53,25294,12364,483,684217,Auto Loan,97374,21125,0.835,4,2,0.842,Self-Employed,31,2,41071,Medium
CUST101281,53,46984,25869,763,296669,Home Loan,192608,5952,0.127,0,0,0.44,Contract/Freelance,56,4,41845,Low
CUST101282,38,57401,35292,724,801975,Education Loan,229615,17535,0.305,0,0,0.358,Self-Employed,32,3,71317,Low
CUST101283,56,71054,21897,693,1020522,Auto Loan,229361,18853,0.265,1,2,0.567,Salaried,20,2,24769,Low
CUST101284,37,50919,15577,622,374468,Personal Loan,211788,8372,0.164,3,2,0.408,Contract/Freelance,43,3,21920,Low
CUST101285,23,72041,52802,762,295798,Personal Loan,115423,7039,0.098,0,0,0.136,Salaried,58,4,60430,Low
CUST101286,60,32461,15313,658,633606,Education Loan,110403,13545,0.417,1,0,0.472,Contract/Freelance,41,3,38253,Low
CUST101287,31,36750,12560,677,450362,Personal Loan,29645,8186,0.223,1,1,0.58,Business Owner,47,4,9030,Medium
CUST101288,25,88166,34869,675,116830,Credit Card,88247,2120,0.024,1,0,0.412,Contract/Freelance,59,2,25640,Low
CUST101289,48,20191,12209,718,455307,Personal Loan,28358,14085,0.698,0,0,0.391,Salaried,45,4,16286,Medium
CUST101290,31,21122,9185,582,169331,Personal Loan,19236,4790,0.227,5,3,0.489,Salaried,52,1,5431,Medium
CUST101291,58,56932,33238,728,158829,Credit Card,248375,4412,0.077,0,0,0.407,Self-Employed,9,2,48010,Low
CUST101292,40,83387,34437,619,655860,Education Loan,197208,19020,0.228,2,3,0.525,Salaried,13,3,20240,Low
CUST101293,21,43709,13367,622,472829,Personal Loan,180379,13106,0.3,1,1,0.64,Salaried,29,2,88743,Low
CUST101294,62,53486,40083,755,237431,Personal Loan,128716,4478,0.084,0,1,0.543,Contract/Freelance,47,1,73322,Low
CUST101295,43,18000,10903,595,107485,Credit Card,59377,3328,0.185,4,0,0.88,Self-Employed,30,3,33315,Low
CUST101296,32,32055,16132,755,435138,Auto Loan,57278,10445,0.326,0,0,0.725,Salaried,50,0,8201,Low
CUST101297,50,18000,8586,689,2565257,Home Loan,77448,62459,1.4,2,3,0.296,Salaried,54,0,31308,High
CUST101298,44,57022,43057,540,381289,Personal Loan,36470,11596,0.203,5,2,0.509,Salaried,21,2,12494,Medium
CUST101299,22,20005,12659,796,240991,Education Loan,65809,5028,0.251,0,0,0.54,Salaried,31,0,18058,Low
CUST101300,54,22584,16047,706,295743,Personal Loan,97146,6619,0.293,0,0,0.117,Salaried,46,0,48355,Low
CUST101301,38,68283,31976,714,424822,Personal Loan,249410,12732,0.186,0,0,0.491,Business Owner,25,4,135788,Low
CUST101302,51,71192,39661,766,3084775,Home Loan,271269,77968,1.095,0,0,0.256,Self-Employed,6,1,33848,Low
CUST101303,60,37364,22654,807,359213,Personal Loan,63394,8579,0.23,0,0,0.401,Salaried,27,2,3352,Low
CUST101304,47,51874,24536,697,401935,Auto Loan,119694,12606,0.243,0,0,0.448,Salaried,45,1,18844,Low
CUST101305,50,56236,30178,732,3087949,Home Loan,58751,94003,1.4,1,0,0.104,Self-Employed,57,4,29097,High
CUST101306,32,49176,23029,712,858534,Auto Loan,98628,26120,0.531,2,0,0.871,Business Owner,16,2,54632,Medium
CUST101307,31,33107,20058,651,3016622,Home Loan,17671,63261,1.4,4,0,0.379,Business Owner,38,0,7497,High
CUST101308,39,51751,18889,545,368718,Personal Loan,187084,10993,0.212,2,1,0.806,Salaried,37,3,11164,Low
CUST101309,58,71396,44985,698,133771,Credit Card,307863,3638,0.051,0,0,0.151,Business Owner,31,1,113334,Low
CUST101310,44,60013,35618,797,714329,Auto Loan,198247,19774,0.329,0,0,0.292,Salaried,52,1,55722,Low
CUST101311,36,46186,24088,730,2035457,Home Loan,172791,38001,0.823,0,0,0.564,Salaried,46,0,82885,Low
CUST101312,55,32025,19629,589,469372,Personal Loan,81788,12101,0.378,5,2,0.471,Business Owner,6,4,37945,Medium
CUST101313,58,54757,27319,773,485069,Auto Loan,69359,10215,0.187,0,0,0.551,Salaried,19,3,11050,Low
CUST101314,60,40110,18297,654,158292,Credit Card,135703,4904,0.122,2,1,0.585,Salaried,5,0,30413,Low
CUST101315,34,32298,20222,502,1389426,Auto Loan,54814,35935,1.113,7,4,0.423,Salaried,51,1,9253,High
CUST101316,52,35151,22222,767,207825,Credit Card,82187,5537,0.158,0,1,0.627,Salaried,32,4,27990,Low
CUST101317,46,29419,14091,600,412397,Personal Loan,120696,8828,0.3,1,0,0.61,Salaried,38,3,11468,Low
CUST101318,40,65860,30755,831,706816,Education Loan,131177,16892,0.256,0,0,0.146,Self-Employed,15,1,49417,Low
CUST101319,38,21202,11118,778,334348,Personal Loan,35142,8496,0.401,0,0,0.425,Salaried,18,3,11009,Low
CUST101320,26,25666,12133,661,239585,Personal Loan,16087,7036,0.274,1,0,0.583,Salaried,18,1,5765,Low
CUST101321,33,46731,35680,719,774485,Auto Loan,154485,20572,0.44,0,0,0.409,Business Owner,9,0,78961,Low
CUST101322,45,82966,49307,886,420422,Personal Loan,112907,8233,0.099,0,0,0.415,Salaried,26,2,35920,Low
CUST101323,60,54825,30266,765,3636481,Home Loan,167637,88406,1.4,0,0,0.494,Contract/Freelance,32,1,80948,Medium
CUST101324,59,19180,8044,700,446619,Personal Loan,37716,9887,0.515,1,0,0.145,Salaried,44,4,21292,Low
CUST101325,29,81098,52994,900,214033,Credit Card,296065,5467,0.067,0,0,0.37,Self-Employed,46,2,29626,Low
CUST101326,50,73662,34207,690,141681,Credit Card,299037,3482,0.047,1,0,0.379,Salaried,24,1,27607,Low
CUST101327,24,31946,14651,729,907076,Auto Loan,46092,16611,0.52,0,0,0.556,Business Owner,22,4,6981,Medium
CUST101328,50,18000,11847,600,1073040,Home Loan,66046,22432,1.246,3,2,0.404,Salaried,4,4,29716,Medium
CUST101329,36,33024,19954,538,5726942,Home Loan,36698,156008,1.4,7,3,0.898,Contract/Freelance,57,3,14680,High
CUST101330,40,66509,16627,656,128273,Credit Card,70746,3286,0.049,0,1,0.363,Salaried,14,4,26992,Low
CUST101331,52,90344,47694,683,1043879,Auto Loan,200002,19568,0.217,2,0,0.248,Self-Employed,34,2,84062,Low
CUST101332,39,27123,15394,708,2735729,Home Loan,48768,72134,1.4,1,0,0.655,Salaried,36,1,14729,High
CUST101333,56,88291,44362,559,296376,Personal Loan,392774,7423,0.084,3,2,0.64,Salaried,51,3,82400,Low
CUST101334,44,18000,10304,736,320967,Personal Loan,66886,6452,0.358,0,0,0.484,Salaried,10,0,10158,Low
CUST101335,64,34009,10089,609,1805467,Home Loan,138109,32548,0.957,1,1,0.455,Salaried,10,4,78269,Medium
CUST101336,49,33265,8316,732,112137,Auto Loan,34728,2545,0.077,0,0,0.353,Salaried,59,4,6475,Low
CUST101337,34,74151,30657,759,210884,Credit Card,248839,6098,0.082,0,0,0.487,Self-Employed,34,2,59131,Low
CUST101338,55,71987,42437,646,774147,Education Loan,209996,15376,0.214,2,2,0.371,Salaried,14,1,93807,Low
CUST101339,38,61661,15415,598,2174243,Home Loan,55307,67884,1.101,4,2,0.826,Salaried,58,0,25604,High
CUST101340,44,21856,9440,811,3706140,Home Loan,80313,94856,1.4,0,0,0.447,Salaried,43,2,27339,Medium
CUST101341,27,59171,16616,754,193257,Credit Card,231662,5531,0.093,0,0,0.355,Salaried,28,0,77560,Low
CUST101342,26,50467,26043,693,2423817,Home Loan,209760,76777,1.4,1,1,0.368,Salaried,15,0,122015,High
CUST101343,46,20811,17150,805,972525,Auto Loan,88640,21082,1.013,0,0,0.185,Self-Employed,47,1,26979,Low
CUST101344,29,18000,9353,687,1149524,Auto Loan,16762,30072,1.4,2,0,0.573,Salaried,47,3,9124,High
CUST101345,64,86439,46241,627,173802,Personal Loan,348236,3957,0.046,4,0,0.344,Business Owner,43,0,206383,Low
CUST101346,58,37010,24704,595,415343,Personal Loan,158456,7968,0.215,5,3,0.48,Salaried,46,0,13436,Low
CUST101347,51,22509,12447,671,3608114,Home Loan,73451,105029,1.4,4,0,0.911,Salaried,23,4,30187,High
CUST101348,53,49337,25650,746,1409434,Auto Loan,60951,25608,0.519,0,0,0.078,Business Owner,50,4,35343,Low
CUST101349,47,47279,32137,798,418237,Personal Loan,99444,12616,0.267,0,0,0.382,Salaried,50,2,29255,Low
CUST101350,23,38666,23821,682,299667,Personal Loan,33270,8727,0.226,1,0,0.199,Salaried,9,1,8615,Low
CUST101351,38,18000,10627,783,313839,Personal Loan,9306,8454,0.47,0,0,0.303,Contract/Freelance,28,3,2382,Medium
CUST101352,42,79697,42285,662,256228,Credit Card,333153,6733,0.084,3,1,0.433,Contract/Freelance,51,0,156228,Low
CUST101353,61,69370,34793,614,131370,Credit Card,304489,3920,0.057,1,0,0.256,Self-Employed,25,4,127400,Low
CUST101354,30,34513,23414,569,783348,Education Loan,144167,14711,0.426,2,1,0.594,Salaried,23,0,42033,Low
CUST101355,42,38658,19441,637,137485,Credit Card,58600,3892,0.101,2,1,0.74,Self-Employed,41,2,21781,Low
CUST101356,36,40105,28971,572,482455,Personal Loan,119691,9903,0.247,5,2,0.579,Contract/Freelance,9,1,45414,Medium
CUST101357,26,20520,8278,851,488507,Personal Loan,51275,8932,0.435,1,0,0.551,Contract/Freelance,15,4,10795,Low
CUST101358,25,46407,34839,717,3174612,Home Loan,115284,71023,1.4,2,0,0.714,Salaried,14,4,6157,High
CUST101359,37,22052,13586,672,728989,Auto Loan,48808,16461,0.746,1,0,0.561,Salaried,54,3,2542,Low
CUST101360,24,38881,16112,826,127393,Credit Card,165817,2637,0.068,0,1,0.01,Salaried,17,0,49250,Low
CUST101361,23,23722,14737,569,138411,Personal Loan,86907,3869,0.163,4,3,0.553,Salaried,7,1,37154,Low
CUST101362,36,26693,12251,668,672877,Education Loan,103768,17377,0.651,1,0,0.01,Self-Employed,33,0,57816,Low
CUST101363,29,84168,46686,850,3290044,Home Loan,53736,101599,1.207,0,0,0.27,Salaried,54,0,27491,Medium
CUST101364,45,41219,19862,668,607201,Auto Loan,88530,17405,0.422,3,0,0.185,Salaried,7,1,21273,Low
CUST101365,21,44061,23414,888,53672,Credit Card,127421,1587,0.036,0,0,0.449,Salaried,34,0,44173,Low
CUST101366,34,18000,12272,747,911370,Auto Loan,56428,27920,1.4,0,0,0.24,Salaried,58,1,16759,Medium
CUST101367,40,30679,19100,791,167463,Credit Card,125156,4905,0.16,0,0,0.454,Salaried,41,4,20500,Low
CUST101368,63,49392,19384,793,170719,Credit Card,57690,3355,0.068,0,0,0.541,Salaried,36,1,9472,Low
CUST101369,48,43799,17540,680,98028,Credit Card,37674,2019,0.046,0,0,0.274,Salaried,57,4,19335,Low
CUST101370,59,18000,10582,639,170831,Credit Card,73310,4036,0.224,4,0,0.519,Contract/Freelance,7,1,8688,Low
CUST101371,36,44056,26348,670,2999988,Home Loan,111306,67947,1.4,1,1,0.01,Salaried,57,1,9855,Medium
CUST101372,40,47332,21563,596,4168226,Home Loan,125755,126697,1.4,3,3,0.234,Salaried,14,3,25387,High
CUST101373,39,71517,55267,674,98822,Credit Card,290359,2504,0.035,1,1,0.679,Salaried,51,2,92618,Low
CUST101374,60,29886,19841,680,1192185,Auto Loan,104578,36079,1.207,1,0,0.288,Salaried,46,0,7939,Medium
CUST101375,63,18000,8324,824,1299221,Auto Loan,61614,30428,1.4,0,0,0.305,Salaried,46,0,14624,Medium
CUST101376,63,25628,11504,730,3330008,Home Loan,31884,102202,1.4,0,0,0.266,Salaried,26,1,16146,High
CUST101377,54,24497,12692,881,399450,Personal Loan,73139,7591,0.31,0,0,0.088,Salaried,35,3,18544,Low
CUST101378,43,55911,28153,496,4077960,Home Loan,128611,98840,1.4,4,3,0.383,Salaried,34,3,48452,High
CUST101379,44,18000,13066,577,416653,Education Loan,52995,12756,0.709,2,0,0.514,Self-Employed,16,0,30678,Medium
CUST101380,64,32802,22562,650,290433,Personal Loan,91934,7056,0.215,0,0,0.397,Salaried,58,1,40173,Low
CUST101381,33,76237,42305,807,372568,Personal Loan,46133,10528,0.138,1,0,0.593,Salaried,28,0,19573,Low
CUST101382,36,44292,28564,671,598295,Personal Loan,83070,13792,0.311,0,0,0.341,Self-Employed,45,3,48546,Low
CUST101383,60,60075,39963,555,1860361,Home Loan,140048,55083,0.917,3,0,0.528,Salaried,36,4,14197,Medium
CUST101384,37,19172,10701,659,550621,Personal Loan,47947,14779,0.771,3,1,0.363,Salaried,7,0,27092,Medium
CUST101385,31,19518,11835,578,792515,Auto Loan,17525,23273,1.192,4,3,0.683,Salaried,17,1,2344,High
CUST101386,45,76631,48522,562,345781,Personal Loan,313739,8821,0.115,3,0,0.267,Salaried,59,4,21808,Low
CUST101387,35,42005,25970,850,499210,Personal Loan,77174,13442,0.32,0,0,0.486,Salaried,37,2,23612,Low
CUST101388,60,35737,15759,650,597628,Personal Loan,87830,15180,0.425,2,0,0.54,Contract/Freelance,23,2,47129,Medium
CUST101389,60,20626,9387,695,401799,Personal Loan,65073,10424,0.505,1,0,0.289,Contract/Freelance,35,2,14468,Low
CUST101390,34,35697,18191,672,211149,Credit Card,120525,5838,0.164,1,0,0.434,Contract/Freelance,33,0,12045,Low
CUST101391,44,23964,10809,659,440630,Education Loan,48218,8677,0.362,2,1,0.53,Salaried,44,0,2916,Medium
CUST101392,64,68466,23536,609,122203,Credit Card,69592,3515,0.051,3,0,0.369,Salaried,56,1,18464,Low
CUST101393,53,136971,88296,654,78996,Credit Card,182072,1815,0.02,2,1,0.336,Salaried,39,3,107707,Low
CUST101394,30,49900,29865,709,286840,Personal Loan,57894,5214,0.104,1,0,0.206,Salaried,12,3,24488,Low
CUST101395,46,30160,10933,801,179675,Credit Card,44533,4853,0.161,0,0,0.764,Salaried,52,4,14681,Low
CUST101396,48,18000,9293,761,3437603,Home Loan,52463,91409,1.4,0,0,0.316,Salaried,11,2,8547,Medium
CUST101397,49,18807,9859,576,240673,Credit Card,49708,6778,0.36,8,3,0.295,Salaried,27,2,28468,Medium
CUST101398,22,80796,46496,764,1461277,Auto Loan,94897,46726,0.578,0,0,0.082,Salaried,16,1,6946,Low
CUST101399,34,25257,10066,720,3047115,Home Loan,81481,74533,1.4,2,0,0.276,Salaried,36,1,5630,Medium
CUST101400,58,37363,13467,627,266739,Personal Loan,28202,8436,0.226,5,0,0.53,Self-Employed,56,3,6039,Medium
CUST101401,31,53901,33567,695,492104,Personal Loan,223065,12838,0.238,1,0,0.391,Salaried,37,4,66947,Low
CUST101402,34,105571,35392,729,4615930,Home Loan,291879,106214,1.006,0,0,0.477,Business Owner,4,4,157396,Medium
CUST101403,35,36687,18983,684,3694198,Home Loan,104986,101550,1.4,1,2,0.573,Salaried,23,1,46356,High
CUST101404,28,33453,16872,721,810515,Education Loan,54983,16818,0.503,0,0,0.392,Salaried,17,2,14712,Low
CUST101405,27,41449,22082,607,417271,Personal Loan,105552,13156,0.317,3,2,0.472,Salaried,41,4,43030,Medium
